avg_backlog_drift,avg_lower_mf_loss,avg_lower_td_loss,avg_realized_delay,avg_remaining_tasks,avg_upper_mf_loss,avg_upper_td_loss,completion_rate,lower_q_max,lower_q_mean,lower_q_min,qos_rate,qos_success_rate,refine_delta_norm,refine_flip_rate,refine_grad,refine_kl_div,refine_q_imp,total_energy,total_reward,total_violations,upper_q_max,upper_q_mean,upper_q_min,zeta_lower,zeta_upper
28638004.0,0.024049561470746994,0.0,0.0,14.65999984741211,0.02919008955359459,0.0,0.8302679978980557,0.0,0.0,0.0,5.197368421052632,0.8386411889596603,0.0,0.0,0.0,0.0,0.0,2307.699951171875,-5727600896.0,304.0,0.0,0.0,0.0,1.0,1.0
28904770.0,0.022127222269773483,0.0,0.0,19.139999389648438,0.027979940176010132,0.0,0.7763157894736842,0.0,0.0,0.0,3.6330049261083746,0.7841573631047315,0.0,0.0,0.0,0.0,0.0,2516.342529296875,-5780953856.0,406.0,0.0,0.0,0.0,1.0,1.0
26625296.0,0.022790871560573578,0.0,0.0,20.010000228881836,0.026754174381494522,0.0,0.76033934252386,0.0,0.0,0.0,3.3348837209302324,0.76931330472103,0.0,0.0,0.0,0.0,0.0,2261.40869140625,-5325058560.0,430.0,0.0,0.0,0.0,1.0,1.0
34130404.0,0.023259608075022697,0.0,0.0,14.890000343322754,0.025901783257722855,0.0,0.8612118073537027,0.0,0.0,0.0,6.871900826446281,0.8729658792650918,0.0,0.0,0.0,0.0,0.0,2601.35546875,-6826080768.0,242.0,0.0,0.0,0.0,1.0,1.0
54460020.0,0.023056866601109505,0.0,0.0,18.639999389648438,0.02401714399456978,0.0,0.7781837160751566,0.0,0.0,0.0,3.7556675062972293,0.7897245762711864,0.0,0.0,0.0,0.0,0.0,2015.0859375,-10892004864.0,397.0,0.0,0.0,0.0,1.0,1.0
18961808.0,0.022513899952173233,0.0,0.0,15.369999885559082,0.025862526148557663,0.0,0.8288993218570684,0.0,0.0,0.0,5.175895765472313,0.8380801687763713,0.0,0.0,0.0,0.0,0.0,2379.224609375,-3792361600.0,307.0,0.0,0.0,0.0,1.0,1.0
20142880.0,0.022753939032554626,0.0,0.0,18.760000228881836,0.02740336023271084,0.0,0.8128834355828221,0.0,0.0,0.0,4.732142857142857,0.8255451713395638,0.0,0.0,0.0,0.0,0.0,2208.26171875,-4028575872.0,336.0,0.0,0.0,0.0,1.0,1.0
28128954.0,0.02147510275244713,0.0,0.0,16.520000457763672,0.03138366714119911,0.0,0.8089304257528557,0.0,0.0,0.0,4.413597733711049,0.815279958137101,0.0,0.0,0.0,0.0,0.0,2356.420654296875,-5625790976.0,353.0,0.0,0.0,0.0,1.0,1.0
28360162.0,0.022532446309924126,0.0,0.0,17.18000030517578,0.02336891181766987,0.0,0.7892518440463646,0.0,0.0,0.0,3.9010416666666665,0.79596174282678,0.0,0.0,0.0,0.0,0.0,2062.321533203125,-5672032256.0,384.0,0.0,0.0,0.0,1.0,1.0
39854896.0,0.022804493084549904,0.0,0.0,20.360000610351562,0.02854291722178459,0.0,0.7601036269430052,0.0,0.0,0.0,3.326530612244898,0.7688679245283019,0.0,0.0,0.0,0.0,0.0,2206.755615234375,-7970978816.0,441.0,0.0,0.0,0.0,1.0,1.0
